,Location,Price,Bathrooms,Car Parks,Property Type,Size,Furnishing,Real Rooms
44514,"Cheras, Kuala Lumpur",162750.0,3.0,2.0,Terrace/Link,Land area : 22x70 sq. ft.,Partly Furnished,5
44517,"Mont Kiara, Kuala Lumpur",279300.0,2.0,2.0,Condo,"Built-up : 1,200 sq. ft.",Partly Furnished,3
44518,"Mont Kiara, Kuala Lumpur",331800.0,4.0,2.0,Condo,"Built-up : 1,496 sq. ft.",Partly Furnished,4
44519,"KLCC, Kuala Lumpur",304500.0,2.0,1.0,Residence,"Built-up : 1,030 sq. ft.",Fully Furnished,2
44520,"Salak Selatan, Kuala Lumpur",109200.0,2.0,2.0,Residence,Built-up : 896 sq. ft.,Partly Furnished,2
44521,"Mont Kiara, Kuala Lumpur",380100.0,4.0,3.0,Condo,"Built-up : 4,110 sq. ft.",Fully Furnished,4
44527,"Bangsar, Kuala Lumpur",252000.0,2.0,1.0,Residence,Built-up : 980 sq. ft.,Fully Furnished,2
44528,"Bangsar, Kuala Lumpur",149100.0,1.0,1.0,Residence,Built-up : 441 sq. ft.,Fully Furnished,1
44529,"Bangsar, Kuala Lumpur",132300.0,1.0,1.0,Residence,Built-up : 441 sq. ft.,Fully Furnished,1
44530,"Bangsar, Kuala Lumpur",264600.0,2.0,1.0,Residence,Built-up : 980 sq. ft.,Fully Furnished,2
44531,"Kuchai Lama, Kuala Lumpur",126000.0,2.0,2.0,Condo,"Built-up : 1,313 sq. ft.",Partly Furnished,3
44532,"Pantai, Kuala Lumpur",115500.0,2.0,1.0,Condo,"Built-up : 1,185 sq. ft.",Partly Furnished,3
44534,"Pantai, Kuala Lumpur",168000.0,2.0,2.0,Condo,"Built-up : 1,350 sq. ft.",Partly Furnished,3
44535,"Sungai Besi, Kuala Lumpur",182490.0,5.0,3.0,Condo,"Built-up : 2,117 sq. ft.",Fully Furnished,5
44536,"Batu Caves, Kuala Lumpur",127680.0,2.0,2.0,Residence,Built-up : 861 sq. ft.,Partly Furnished,2
44537,"Setapak, Kuala Lumpur",105000.0,2.0,2.0,Condo,"Built-up : 1,280 sq. ft.",Partly Furnished,3
44538,"Setapak, Kuala Lumpur",113400.0,2.0,2.0,Condo,"Built-up : 1,473 sq. ft.",Unfurnished,4
44539,"Setapak, Kuala Lumpur",113400.0,2.0,2.0,Condo,"Built-up : 1,100 sq. ft.",Partly Furnished,3
44540,"Wangsa Maju, Kuala Lumpur",63000.0,1.0,1.0,Condo,Built-up : 495 sq. ft.,Partly Furnished,1
44541,"Taman Desa, Kuala Lumpur",63000.0,2.0,1.0,Condo,Built-up : 714 sq. ft.,Partly Furnished,3
44542,"City Centre, Kuala Lumpur",117600.0,1.0,1.0,Residence,Built-up : 521 sq. ft.,Fully Furnished,1
44543,"KLCC, Kuala Lumpur",283500.0,2.0,1.0,Residence,"Built-up : 1,103 sq. ft.",Fully Furnished,1
44544,"Bukit Jalil, Kuala Lumpur",66780.0,2.0,1.0,Condo,Built-up : 775 sq. ft.,Partly Furnished,2
44546,"Ampang, Kuala Lumpur",336000.0,6.0,2.0,Terrace/Link,Land area : 3200 sq. ft.,Partly Furnished,5
44547,"Ampang, Kuala Lumpur",207900.0,6.0,2.0,Terrace/Link,Land area : 1700 sq. ft.,Partly Furnished,5
44552,"Kepong, Kuala Lumpur",75600.0,2.0,1.0,Duplex,Land area : 1079 sq. ft.,Unfurnished,3
44553,"Taman Desa, Kuala Lumpur",93870.0,1.0,1.0,Residence,Built-up : 578 sq. ft.,Unfurnished,1
44555,"Mont Kiara, Kuala Lumpur",171780.0,2.0,1.0,Residence,"Built-up : 1,248 sq. ft.",Fully Furnished,3
44556,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",567.0,2.0,2.0,Residence,"Built-up : 1,094 sq. ft.",Partly Furnished,3
44557,"Bangsar, Kuala Lumpur",154221.47999999998,1.0,1.0,Residence,Built-up : 441 sq. ft.,Fully Furnished,1
44566,"KLCC, Kuala Lumpur",388500.0,3.0,1.0,Residence,"Built-up : 1,453 sq. ft.",Fully Furnished,4
44569,"Kepong, Kuala Lumpur",63000.0,2.0,1.0,Duplex,Built-up : 825 sq. ft.,Partly Furnished,3
44575,"KL City, Kuala Lumpur",88200.0,2.0,1.0,Condo,Built-up : 860 sq. ft.,Unfurnished,3
44576,"Cheras, Kuala Lumpur",66780.0,2.0,1.0,Condo,Built-up : 988 sq. ft.,Unfurnished,3
44579,"Mont Kiara, Kuala Lumpur",798000.0,5.0,3.0,Condo,"Built-up : 4,090 sq. ft.",Fully Furnished,5
44580,"Mont Kiara, Kuala Lumpur",144900.0,2.0,2.0,Condo,"Built-up : 1,038 sq. ft.",Partly Furnished,2
44582,"Bukit Jalil, Kuala Lumpur",462000.0,4.0,2.0,Residence,"Built-up : 2,563 sq. ft.",Partly Furnished,5
44583,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",141750.0,2.0,2.0,Residence,"Built-up : 1,050 sq. ft.",Partly Furnished,3
44584,"KL City, Kuala Lumpur",87570.0,2.0,2.0,Condo,Built-up : 926 sq. ft.,Unfurnished,3
44585,"Dutamas, Kuala Lumpur",233100.0,5.0,2.0,Condo,"Built-up : 1,876 sq. ft.",Partly Furnished,4
44586,"Dutamas, Kuala Lumpur",218400.0,4.0,2.0,Condo,"Built-up : 1,710 sq. ft.",Partly Furnished,4
44587,"Dutamas, Kuala Lumpur",254646.0,5.0,2.0,Condo,"Built-up : 1,944 sq. ft.",Partly Furnished,4
44588,"Dutamas, Kuala Lumpur",250078.5,5.0,2.0,Condo,"Built-up : 2,012 sq. ft.",Partly Furnished,4
44589,"Dutamas, Kuala Lumpur",251653.5,5.0,2.0,Condo,"Built-up : 2,013 sq. ft.",Partly Furnished,4
44590,"Dutamas, Kuala Lumpur",271498.5,5.0,2.0,Condo,"Built-up : 1,974 sq. ft.",Partly Furnished,4
44591,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",157500.0,2.0,1.0,Condo,"Built-up : 1,048 sq. ft.",Partly Furnished,3
44592,"KLCC, Kuala Lumpur",1638.0,4.0,2.0,Residence,Land area : 2400 sq. ft.,Partly Furnished,5
44593,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",693000.0,6.0,2.0,Bungalow,Land area : 6600 sq. ft.,Fully Furnished,7
44594,"Desa ParkCity, Kuala Lumpur",268800.0,2.0,2.0,Condo,"Built-up : 1,377 sq. ft.",Partly Furnished,3
44595,"KLCC, Kuala Lumpur",881391.0,3.0,2.0,Residence,"Built-up : 1,786 sq. ft.",Fully Furnished,3
44598,"Mont Kiara, Kuala Lumpur",1155000.0,6.0,4.0,Others,Land area : 4434 sq. ft.,Fully Furnished,5
44599,"Sungai Besi, Kuala Lumpur",100590.0,2.0,2.0,Residence,Built-up : 850 sq. ft.,Fully Furnished,3
44600,"Sungai Besi, Kuala Lumpur",78750.0,2.0,1.0,Residence,Built-up : 650 sq. ft.,Fully Furnished,2
44601,"Kuchai Lama, Kuala Lumpur",90300.0,2.0,1.0,Condo,"Built-up : 1,097 sq. ft.",Partly Furnished,3
44602,"Bukit Jalil, Kuala Lumpur",121800.0,2.0,2.0,Condo,"Built-up : 1,100 sq. ft.",Unfurnished,3
44603,"Bukit Jalil, Kuala Lumpur",136500.0,2.0,2.0,Condo,"Built-up : 1,300 sq. ft.",Unfurnished,4
44606,"Dutamas, Kuala Lumpur",798.0,4.0,2.0,Condo,"Built-up : 1,944 sq. ft.",Fully Furnished,4
44607,"Desa ParkCity, Kuala Lumpur",165900.0,1.0,1.0,Condo,Built-up : 915 sq. ft.,Partly Furnished,2
44608,"Desa ParkCity, Kuala Lumpur",420000.0,3.0,3.0,Condo,"Built-up : 1,948 sq. ft.",Fully Furnished,4
44610,"Taman Tun Dr Ismail, Kuala Lumpur",174300.0,3.0,1.0,Others,Land area : 1350 sq. ft.,Unfurnished,3
44614,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",188580.0,4.0,2.0,Condo,"Built-up : 1,663 sq. ft.",Fully Furnished,4
44615,"Sri Petaling, Kuala Lumpur",133980.0,2.0,2.0,Residence,"Built-up : 1,278 sq. ft.",Partly Furnished,3
44616,"Taman Tun Dr Ismail, Kuala Lumpur",273000.0,2.0,2.0,Residence,"Built-up : 1,580 sq. ft.",Partly Furnished,3
44617,"Kuchai Lama, Kuala Lumpur",63000.0,2.0,1.0,Duplex,Built-up : 820 sq. ft.,Unfurnished,3
44618,"Kepong, Kuala Lumpur",75600.0,2.0,1.0,Duplex,"Built-up : 1,079 sq. ft.",Partly Furnished,3
44620,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",821100.0,5.0,8.0,Condo,"Built-up : 6,503 sq. ft.",Partly Furnished,5
44621,"Cheras, Kuala Lumpur",3045000.0,12.0,6.0,Bungalow,Land area : 18137 sq. ft.,Partly Furnished,13
44623,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",457800.0,4.0,4.0,Condo,"Built-up : 3,920 sq. ft.",Partly Furnished,4
44627,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",94500.0,2.0,1.0,Condo,"Built-up : 1,000 sq. ft.",Partly Furnished,2
44631,"Cheras, Kuala Lumpur",46200.0,1.0,1.0,Duplex,Built-up : 720 sq. ft.,Unfurnished,3
44633,"Bukit Bintang, Kuala Lumpur",105000.0,1.0,1.0,Residence,Built-up : 522 sq. ft.,Fully Furnished,1
44635,"Kuchai Lama, Kuala Lumpur",361200.0,4.0,2.0,Terrace/Link,Land area : 20x70 sq. ft.,Unfurnished,5
44636,"Kuchai Lama, Kuala Lumpur",462000.0,4.0,2.0,Terrace/Link,Land area : 26x70 sq. ft.,Unfurnished,5
44637,"Kuchai Lama, Kuala Lumpur",325500.0,3.0,2.0,Terrace/Link,Land area : 20x70 sq. ft.,Unfurnished,5
44640,"Desa ParkCity, Kuala Lumpur",493500.0,4.0,2.0,Terrace/Link,"Built-up : 2,500 sq. ft.",Partly Furnished,4
44641,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",132300.0,4.0,2.0,Condo,"Built-up : 1,248 sq. ft.",Partly Furnished,4
44642,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",147000.0,4.0,2.0,Condo,"Built-up : 1,386 sq. ft.",Fully Furnished,4
44643,"Mont Kiara, Kuala Lumpur",174300.0,2.0,1.0,Condo,"Built-up : 1,268 sq. ft.",Fully Furnished,3
44651,"Ampang Hilir, Kuala Lumpur",252000.0,3.0,2.0,Others,"Built-up : 1,650 sq. ft.",Unfurnished,4
44652,"Ampang Hilir, Kuala Lumpur",273000.0,2.0,2.0,Others,"Built-up : 2,200 sq. ft.",Partly Furnished,2
44653,"Ampang Hilir, Kuala Lumpur",268800.0,2.0,2.0,Others,"Built-up : 2,200 sq. ft.",Partly Furnished,2
44654,"Ampang Hilir, Kuala Lumpur",262500.0,3.0,2.0,Others,"Built-up : 1,650 sq. ft.",Fully Furnished,4
44655,"KL City, Kuala Lumpur",94500.0,2.0,1.0,Condo,"Built-up : 1,065 sq. ft.",Partly Furnished,3
44656,"Cheras, Kuala Lumpur",142800.0,3.0,2.0,Residence,"Built-up : 1,424 sq. ft.",Partly Furnished,4
44660,"Ampang, Kuala Lumpur",378000.0,2.0,1.0,Residence,"Built-up : 1,800 sq. ft.",Fully Furnished,4
44663,"Mont Kiara, Kuala Lumpur",130200.0,1.0,2.0,Residence,Built-up : 750 sq. ft.,Fully Furnished,2
44665,"KLCC, Kuala Lumpur",174300.0,1.0,1.0,Residence,Built-up : 583 sq. ft.,Fully Furnished,1
44666,"OUG, Kuala Lumpur",126000.0,3.0,2.0,Others,"Built-up : 1,680 sq. ft.",Fully Furnished,3
44667,"KLCC, Kuala Lumpur",699300.0,3.0,1.0,Residence,"Built-up : 2,789 sq. ft.",Fully Furnished,3
44668,"KLCC, Kuala Lumpur",560700.0,2.0,1.0,Residence,"Built-up : 1,114 sq. ft.",Fully Furnished,2
44670,"Kepong, Kuala Lumpur",310800.0,3.0,3.0,Terrace/Link,Land area : 44x80 sq. ft.,Partly Furnished,4
44675,"Segambut, Kuala Lumpur",70560.0,2.0,1.0,Duplex,"Built-up : 1,009 sq. ft.",Partly Furnished,3
44676,"Other, Kuala Lumpur",153300.0,3.0,3.0,Terrace/Link,Land area : 22x75 sq. ft.,Partly Furnished,4
44678,"Sri Hartamas, Kuala Lumpur",94500.0,3.0,3.0,Residence,Built-up : 595 sq. ft.,Fully Furnished,4
44679,"Kepong, Kuala Lumpur",119700.0,2.0,2.0,Terrace/Link,Land area : 16x55 sq. ft.,Unfurnished,3
44685,"Cheras, Kuala Lumpur",203466.47999999998,4.0,2.0,Condo,"Built-up : 1,808 sq. ft.",Fully Furnished,5
44686,"Cheras, Kuala Lumpur",95550.0,2.0,3.0,Condo,Land area : 926 sq. ft.,Partly Furnished,3
44689,"Bangsar, Kuala Lumpur",504000.0,6.0,3.0,Condo,"Built-up : 3,509 sq. ft.",Partly Furnished,6
44690,"Bangsar, Kuala Lumpur",399000.0,5.0,2.0,Condo,"Built-up : 2,479 sq. ft.",Partly Furnished,5
44692,"Sri Hartamas, Kuala Lumpur",103950.0,1.0,1.0,Residence,Built-up : 435 sq. ft.,Partly Furnished,1
44696,"Seputeh, Kuala Lumpur",136500.0,2.0,1.0,Condo,"Built-up : 1,067 sq. ft.",Fully Furnished,2
44697,"Setiawangsa, Kuala Lumpur",483000.0,5.0,5.0,Bungalow,Land area : 4000 sq. ft.,Partly Furnished,4
44698,"Wangsa Maju, Kuala Lumpur",130200.0,2.0,2.0,Condo,"Built-up : 1,515 sq. ft.",Partly Furnished,4
44702,"Mont Kiara, Kuala Lumpur",220500.0,2.0,1.0,Residence,Built-up : 926 sq. ft.,Fully Furnished,2
44705,"Cheras, Kuala Lumpur",142800.0,3.0,5.0,Terrace/Link,Land area : 1300 sq. ft.,Partly Furnished,4
44706,"Bandar Menjalara, Kuala Lumpur",132300.0,2.0,2.0,Condo,"Built-up : 1,250 sq. ft.",Fully Furnished,3
44710,"Jalan Kuching, Kuala Lumpur",94500.0,1.0,1.0,Residence,Built-up : 563 sq. ft.,Partly Furnished,1
44711,"Mont Kiara, Kuala Lumpur",129990.0,1.0,2.0,Residence,Built-up : 462 sq. ft.,Fully Furnished,1
44725,"Damansara Heights, Kuala Lumpur",2520000.0,5.0,4.0,Bungalow,Land area : 9500 sq. ft.,Partly Furnished,5
44733,"Damansara Heights, Kuala Lumpur",1365000.0,6.0,4.0,Bungalow,Land area : 7000 sq. ft.,Partly Furnished,6
44738,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",79800.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
44751,"Sri Hartamas, Kuala Lumpur",945000.0,5.0,4.0,Others,Land area : 4000 sq. ft.,Partly Furnished,6
44769,"OUG, Kuala Lumpur",287700.0,3.0,3.0,Terrace/Link,"Built-up : 3,000 sq. ft.",Partly Furnished,5
44775,"Cheras, Kuala Lumpur",82950.0,2.0,1.0,Condo,Built-up : 927 sq. ft.,Unfurnished,3
44776,"Bukit Jalil, Kuala Lumpur",73500.0,2.0,1.0,Duplex,Built-up : 818 sq. ft.,Fully Furnished,3
44778,"Cheras, Kuala Lumpur",92400.0,2.0,1.0,Condo,"Built-up : 1,011 sq. ft.",Partly Furnished,3
44779,"Bukit Jalil, Kuala Lumpur",136080.0,3.0,2.0,Condo,"Built-up : 1,293 sq. ft.",Partly Furnished,3
44781,"Cheras, Kuala Lumpur",84000.0,2.0,1.0,Condo,"Built-up : 1,101 sq. ft.",Partly Furnished,4
44782,"Cheras, Kuala Lumpur",94500.0,2.0,1.0,Condo,Built-up : 927 sq. ft.,Partly Furnished,3
44785,"Cheras, Kuala Lumpur",63000.0,2.0,1.0,Duplex,Built-up : 750 sq. ft.,Partly Furnished,3
44786,"Cheras, Kuala Lumpur",210000.0,3.0,2.0,Terrace/Link,Land area : 20x80 sq. ft.,Partly Furnished,4
44788,"Dutamas, Kuala Lumpur",294000.0,4.0,2.0,Condo,"Built-up : 3,000 sq. ft.",Partly Furnished,5
44789,"KLCC, Kuala Lumpur",472500.0,2.0,1.0,Residence,"Built-up : 1,302 sq. ft.",Fully Furnished,3
44790,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",151200.0,2.0,2.0,Condo,"Built-up : 1,092 sq. ft.",Partly Furnished,4
44792,"Cheras, Kuala Lumpur",73500.0,2.0,2.0,Condo,Built-up : 920 sq. ft.,Partly Furnished,3
44793,"Ampang, Kuala Lumpur",420000.0,3.0,2.0,Residence,"Built-up : 1,259 sq. ft.",Partly Furnished,3
44797,"Wangsa Maju, Kuala Lumpur",100800.0,2.0,2.0,Residence,Built-up : 880 sq. ft.,Partly Furnished,3
44801,"Jalan Ipoh, Kuala Lumpur",541800.0,6.0,4.0,Others,Land area : 38x93 sq. ft.,Unfurnished,6
44802,"Kepong, Kuala Lumpur",277200.0,4.0,3.0,Terrace/Link,Land area : 20x70 sq. ft.,Unfurnished,6
44804,"Taman Desa, Kuala Lumpur",167580.0,2.0,2.0,Condo,"Built-up : 1,279 sq. ft.",Fully Furnished,2
44805,"Jalan Ipoh, Kuala Lumpur",562800.0,7.0,4.0,Others,Land area : 38x93 sq. ft.,Partly Furnished,7
44806,"Batu Caves, Kuala Lumpur",135450.0,2.0,1.0,Residence,Land area : 861 sq. ft.,Partly Furnished,2
44807,"Jalan Ipoh, Kuala Lumpur",142800.0,3.0,2.0,Terrace/Link,Land area : 22x65 sq. ft.,Unfurnished,4
44808,"Jalan Sultan Ismail, Kuala Lumpur",108150.0,1.0,1.0,Residence,Built-up : 500 sq. ft.,Fully Furnished,1
44809,"KLCC, Kuala Lumpur",483000.0,5.0,2.0,Condo,"Built-up : 3,337 sq. ft.",Fully Furnished,4
44811,"Setapak, Kuala Lumpur",126000.0,2.0,2.0,Terrace/Link,Land area : 20x70 sq. ft.,Fully Furnished,4
44812,"Setapak, Kuala Lumpur",105000.0,2.0,2.0,Terrace/Link,Land area : 20x65 sq. ft.,Partly Furnished,3
44814,"Taman Desa, Kuala Lumpur",104580.0,2.0,1.0,Condo,"Built-up : 1,210 sq. ft.",Partly Furnished,4
44815,"Kepong, Kuala Lumpur",112980.0,2.0,1.0,Condo,"Built-up : 1,074 sq. ft.",Partly Furnished,3
44816,"Mont Kiara, Kuala Lumpur",247800.0,2.0,2.0,Residence,"Built-up : 1,550 sq. ft.",Fully Furnished,3
44818,"Bukit Jalil, Kuala Lumpur",283500.0,3.0,2.0,Condo,"Built-up : 1,700 sq. ft.",Fully Furnished,4
44819,"Kepong, Kuala Lumpur",58800.0,2.0,1.0,Duplex,Built-up : 850 sq. ft.,Partly Furnished,3
44820,"Cheras, Kuala Lumpur",81900.0,2.0,1.0,Residence,Built-up : 819 sq. ft.,Partly Furnished,3
44822,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",138600.0,2.0,2.0,Residence,"Built-up : 1,094 sq. ft.",Partly Furnished,3
44823,"Dutamas, Kuala Lumpur",226800.0,2.0,1.0,Residence,"Built-up : 1,145 sq. ft.",Fully Furnished,3
44824,"Bukit Jalil, Kuala Lumpur",118650.0,2.0,2.0,Condo,"Built-up : 1,100 sq. ft.",Unfurnished,3
44829,"KLCC, Kuala Lumpur",520800.0,5.0,2.0,Condo,"Built-up : 3,335 sq. ft.",Fully Furnished,4
44830,"Kuchai Lama, Kuala Lumpur",147000.0,3.0,2.0,Condo,"Built-up : 1,496 sq. ft.",Fully Furnished,4
44832,"Bangsar, Kuala Lumpur",310800.0,2.0,1.0,Condo,"Built-up : 1,511 sq. ft.",Fully Furnished,3
44834,"Bukit Tunku (Kenny Hills), Kuala Lumpur",3150000.0,8.0,6.0,Bungalow,Land area : 19700 sq. ft.,Partly Furnished,7
44835,"Damansara Heights, Kuala Lumpur",535500.0,4.0,2.0,Terrace/Link,Land area : 22x75 sq. ft.,Partly Furnished,4
44836,"Mont Kiara, Kuala Lumpur",279300.0,4.0,2.0,Condo,"Built-up : 2,208 sq. ft.",Fully Furnished,5
44839,"Bukit Jalil, Kuala Lumpur",125580.0,2.0,2.0,Condo,"Built-up : 1,100 sq. ft.",Unfurnished,3
44840,"Cheras, Kuala Lumpur",147000.0,2.0,1.0,Residence,Built-up : 800 sq. ft.,Partly Furnished,2
44841,"Cheras, Kuala Lumpur",231000.0,5.0,2.0,Terrace/Link,Land area : 40x70 sq. ft.,Unfurnished,5
44842,"Bandar Damai Perdana, Kuala Lumpur",123900.0,3.0,2.0,Terrace/Link,Land area : 20x70 sq. ft.,Partly Furnished,4
44843,"Cheras, Kuala Lumpur",77700.0,2.0,1.0,Residence,Built-up : 950 sq. ft.,Partly Furnished,3
44845,"Cheras, Kuala Lumpur",777000.0,6.0,6.0,Others,Land area : 40x110(4400sf) sq. ft.,Fully Furnished,7
44848,"Bangsar South, Kuala Lumpur",107100.0,1.0,1.0,Duplex,Land area : 592 sq. ft.,Partly Furnished,2
44849,"Bangsar South, Kuala Lumpur",73080.0,1.0,1.0,Duplex,Land area : 452 sq. ft.,Partly Furnished,1
44850,"Taman Tun Dr Ismail, Kuala Lumpur",567000.0,3.0,4.0,Others,Land area : 4004 sq. ft.,Partly Furnished,5
44851,"OUG, Kuala Lumpur",116550.0,3.0,2.0,Others,"Built-up : 1,684 sq. ft.",Fully Furnished,3
44852,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",504000.0,5.0,6.0,Condo,"Built-up : 5,148 sq. ft.",Fully Furnished,5
44853,"KLCC, Kuala Lumpur",474600.0,2.0,2.0,Condo,"Built-up : 1,518 sq. ft.",Fully Furnished,3
44854,"KLCC, Kuala Lumpur",464100.0,2.0,2.0,Condo,"Built-up : 1,464 sq. ft.",Fully Furnished,3
44855,"KLCC, Kuala Lumpur",959700.0,6.0,3.0,Condo,"Built-up : 3,973 sq. ft.",Partly Furnished,5
44856,"Cheras, Kuala Lumpur",153300.0,3.0,1.0,Terrace/Link,Land area : 1539 sq. ft.,Partly Furnished,4
44857,"Ampang, Kuala Lumpur",119700.0,1.0,1.0,Residence,Built-up : 706 sq. ft.,Fully Furnished,1
44858,"Sri Petaling, Kuala Lumpur",294000.0,4.0,2.0,Terrace/Link,Land area : 23x100 sq. ft.,Partly Furnished,5
44862,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",130200.0,4.0,2.0,Condo,Land area : 1228 sq. ft.,Fully Furnished,4
44863,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",194250.0,2.0,2.0,Condo,"Built-up : 1,523 sq. ft.",Unfurnished,4
44869,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",117600.0,4.0,1.0,Condo,Land area : 1265 sq. ft.,Unfurnished,4
44876,"Seputeh, Kuala Lumpur",3150000.0,7.0,6.0,Bungalow,"Land area : 12,000 sq. ft.",Unfurnished,7
44882,"Segambut, Kuala Lumpur",226800.0,2.0,2.0,Terrace/Link,Land area : 20x70 sq. ft.,Partly Furnished,4
44885,"Sri Hartamas, Kuala Lumpur",672000.0,6.0,3.0,Condo,"Built-up : 3,660 sq. ft.",Partly Furnished,5
44889,"Ampang, Kuala Lumpur",199500.0,2.0,1.0,Residence,Built-up : 886 sq. ft.,Fully Furnished,2
44890,"Titiwangsa, Kuala Lumpur",151200.0,2.0,1.0,Residence,"Built-up : 1,100 sq. ft.",Fully Furnished,3
44891,"Bandar Menjalara, Kuala Lumpur",756000.0,5.0,2.0,Others,Land area : 4500 sq. ft.,Partly Furnished,5
44892,"Bandar Menjalara, Kuala Lumpur",709800.0,5.0,2.0,Others,Land area : 45x90 sq. ft.,Partly Furnished,5
44896,"Kuchai Lama, Kuala Lumpur",102666.48,2.0,1.0,Residence,Built-up : 953 sq. ft.,Fully Furnished,3
44897,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",117600.0,2.0,1.0,Condo,"Built-up : 1,215 sq. ft.",Fully Furnished,3
44902,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",203700.0,4.0,3.0,Condo,"Built-up : 1,710 sq. ft.",Fully Furnished,5
44903,"Sri Petaling, Kuala Lumpur",525000.0,5.0,3.0,Others,Land area : 4000 sq. ft.,Partly Furnished,5
44909,"Mont Kiara, Kuala Lumpur",588000.0,6.0,5.0,Condo,Land area : 4530 sq. ft.,Partly Furnished,7
44911,"Sri Hartamas, Kuala Lumpur",1102500.0,5.0,4.0,Others,Land area : 4000 sq. ft.,Partly Furnished,6
44915,"Taman Desa, Kuala Lumpur",113400.0,2.0,1.0,Residence,Built-up : 715 sq. ft.,Fully Furnished,2
44916,"Taman Desa, Kuala Lumpur",86100.0,1.0,1.0,Residence,Built-up : 578 sq. ft.,Fully Furnished,1
44917,"Taman Desa, Kuala Lumpur",92400.0,1.0,1.0,Residence,Built-up : 578 sq. ft.,Partly Furnished,1
44918,"Bukit Jalil, Kuala Lumpur",210000.0,2.0,3.0,Condo,"Built-up : 2,000 sq. ft.",Partly Furnished,4
44919,"Taman Melawati, Kuala Lumpur",577500.0,5.0,4.0,Others,Land area : 4684 sq. ft.,Partly Furnished,6
44928,"Damansara Heights, Kuala Lumpur",1197000.0,6.0,4.0,Bungalow,Land area : 7000 sq. ft.,Partly Furnished,6
44937,"Cheras, Kuala Lumpur",66780.0,2.0,1.0,Duplex,Built-up : 839 sq. ft.,Partly Furnished,3
44940,"KLCC, Kuala Lumpur",510048.0,3.0,1.0,Residence,"Built-up : 2,208 sq. ft.",Partly Furnished,5
44941,"Mont Kiara, Kuala Lumpur",535500.0,5.0,3.0,Condo,"Built-up : 2,906 sq. ft.",Partly Furnished,5
44947,"Mont Kiara, Kuala Lumpur",98070.0,1.0,1.0,Residence,Built-up : 494 sq. ft.,Partly Furnished,1
44948,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",149100.0,4.0,2.0,Condo,"Built-up : 1,288 sq. ft.",Fully Furnished,4
44949,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",152880.0,4.0,2.0,Condo,"Built-up : 1,331 sq. ft.",Fully Furnished,4
44953,"Desa ParkCity, Kuala Lumpur",546000.0,5.0,2.0,Terrace/Link,"Built-up : 2,600 sq. ft.",Fully Furnished,5
44954,"Jalan Ipoh, Kuala Lumpur",336000.0,4.0,12.0,Terrace/Link,Land area : 4700 sq. ft.,Partly Furnished,5
44957,"Seputeh, Kuala Lumpur",153300.0,2.0,1.0,Condo,"Built-up : 1,400 sq. ft.",Partly Furnished,3
44958,"Bangsar, Kuala Lumpur",1887847.5,6.0,4.0,Condo,"Built-up : 5,137 sq. ft.",Partly Furnished,5
44959,"Bangsar, Kuala Lumpur",1479187.5,5.0,3.0,Condo,"Built-up : 4,025 sq. ft.",Partly Furnished,5
44960,"Bangsar, Kuala Lumpur",1726032.0,6.0,3.0,Condo,"Built-up : 5,137 sq. ft.",Partly Furnished,5
44961,"Bangsar, Kuala Lumpur",1869210.0,6.0,6.0,Condo,"Built-up : 4,945 sq. ft.",Partly Furnished,5
44962,"Bangsar, Kuala Lumpur",1436925.0,5.0,3.0,Condo,"Built-up : 4,025 sq. ft.",Partly Furnished,5
44963,"Bangsar, Kuala Lumpur",1713442.5,5.0,3.0,Condo,"Built-up : 4,945 sq. ft.",Partly Furnished,5
44964,"Damansara Heights, Kuala Lumpur",1428000.0,8.0,6.0,Bungalow,Land area : 9300 sq. ft.,Unfurnished,6
44965,"Cheras, Kuala Lumpur",714000.0,6.0,5.0,Others,Land area : 5250 sq. ft.,Partly Furnished,6
44966,"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",273000.0,4.0,3.0,Condo,Land area : 1782 sq. ft.,Fully Furnished,4
44967,"Cheras, Kuala Lumpur",462000.0,5.0,3.0,Others,Land area : 40x80 sq. ft.,Unfurnished,5
